OrderID,DateKey,CustomerID,ProductID,RegionID,Quantity,UnitPrice,Discount,TotalAmount,COGS,Profit,PaymentMethod,OrderStatus,SalesChannel
ORD-11113,20230206,C048,P008,R002,7,2200,0,15400,5600,9800,Credit Card,Completed,Direct Sales
ORD-10936,20230208,C049,P029,R001,6,1500,0,9000,3000,6000,Wire Transfer,Completed,Marketplace
ORD-10133,20230209,C021,P030,R002,1,8000,0.1,7200.0,3500,3700.0,Check,Completed,Direct Sales
ORD-10048,20230210,C003,P011,R002,12,149,0,1788,360,1428,Check,Completed,Direct Sales
ORD-10477,20230210,C056,P022,R001,3,2800,0,8400,4500,3900,Purchase Order,Completed,Online
ORD-10839,20230210,C032,P017,R004,2,2400,0,4800,2400,2400,Credit Card,Completed,Online
ORD-10954,20230210,C017,P026,R004,10,599,0.1,5391.0,1500,3891.0,ACH,Completed,Partner
ORD-11245,20230210,C011,P030,R004,3,8000,0,24000,10500,13500,Check,Completed,Direct Sales
ORD-10381,20230213,C058,P026,R001,10,599,0,5990,1500,4490,Purchase Order,Completed,Partner
ORD-10693,20230213,C036,P009,R002,4,3800,0,15200,6000,9200,Check,Shipped,Online
ORD-10699,20230213,C049,P011,R001,57,149,0,8493,1710,6783,Check,Completed,Marketplace
ORD-10528,20230214,C031,P006,R001,2,5500,0,11000,4800,6200,Purchase Order,Completed,Partner
ORD-10774,20230214,C016,P014,R003,7,1650,0.05,10972.5,6650,4322.5,Purchase Order,Completed,Online
ORD-10633,20230215,C022,P003,R001,3,1150,0,3450,2040,1410,Check,Completed,Direct Sales
ORD-11314,20230215,C011,P022,R004,4,2800,0,11200,6000,5200,Check,Completed,Online
ORD-10265,20230216,C012,P030,R001,3,8000,0,24000,10500,13500,Credit Card,Completed,Partner
ORD-10792,20230216,C022,P003,R001,3,1150,0.05,3277.5,2040,1237.5,Credit Card,Completed,Partner
ORD-10401,20230217,C019,P001,R004,3,6800,0,20400,12600,7800,Wire Transfer,Completed,Direct Sales
ORD-11118,20230217,C025,P011,R001,93,149,0,13857,2790,11067,Credit Card,Completed,Partner
ORD-11281,20230222,C013,P005,R001,5,3200,0,16000,9000,7000,Credit Card,Completed,Direct Sales
ORD-11419,20230222,C014,P024,R001,2,6200,0,12400,5600,6800,ACH,Completed,Online
ORD-10124,20230223,C043,P011,R002,84,149,0,12516,2520,9996,ACH,Completed,Direct Sales
ORD-10207,20230223,C059,P030,R004,2,8000,0,16000,7000,9000,Credit Card,Cancelled,Direct Sales
ORD-10745,20230223,C050,P007,R003,4,450,0,1800,880,920,ACH,Completed,Online
ORD-11392,20230223,C019,P006,R004,2,5500,0.1,9900.0,4800,5100.0,Purchase Order,Completed,Online
ORD-11153,20230224,C035,P007,R003,12,450,0,5400,2640,2760,Check,Completed,Partner
ORD-10243,20230227,C056,P003,R001,4,1150,0.05,4370.0,2720,1650.0,ACH,Completed,Direct Sales
ORD-11276,20230227,C009,P019,R002,4,1200,0.1,4320.0,2000,2320.0,Credit Card,Completed,Direct Sales
ORD-11342,20230227,C041,P005,R004,5,3200,0,16000,9000,7000,Check,Completed,Direct Sales
ORD-10829,20230228,C009,P004,R002,22,499,0.05,10429.1,2640,7789.1,Purchase Order,Completed,Direct Sales
ORD-10113,20230301,C029,P030,R004,2,8000,0,16000,7000,9000,ACH,Completed,Direct Sales
ORD-10145,20230301,C021,P030,R002,3,8000,0.05,22800.0,10500,12300.0,Purchase Order,Returned,Online
ORD-10798,20230301,C007,P030,R002,3,8000,0,24000,10500,13500,ACH,Shipped,Partner
ORD-11091,20230301,C001,P027,R002,8,4500,0.15,30600.0,16000,14600.0,ACH,Completed,Marketplace
ORD-10595,20230302,C055,P016,R002,6,2000,0.1,10800.0,4800,6000.0,Check,Completed,Marketplace
ORD-10709,20230302,C057,P008,R001,7,2200,0.1,13860.0,5600,8260.0,Wire Transfer,Completed,Online
ORD-10908,20230302,C013,P004,R001,3,499,0.1,1347.3,360,987.3,ACH,Completed,Online
ORD-11132,20230302,C032,P008,R004,1,2200,0.12,1936.0,800,1136.0,Credit Card,Completed,Online
ORD-11179,20230306,C030,P001,R002,1,6800,0.12,5984.0,4200,1784.0,Purchase Order,Completed,Partner
ORD-11388,20230306,C037,P026,R003,17,599,0,10183,2550,7633,Wire Transfer,Completed,Marketplace
ORD-10186,20230307,C003,P005,R002,6,3200,0,19200,10800,8400,ACH,Completed,Online
ORD-10225,20230307,C028,P012,R001,2,1200,0.1,2160.0,800,1360.0,Wire Transfer,Cancelled,Direct Sales
ORD-10472,20230307,C001,P028,R002,6,850,0.12,4488.0,2400,2088.0,Credit Card,Completed,Partner
ORD-11075,20230307,C043,P029,R002,8,1500,0.1,10800.0,4000,6800.0,Check,Completed,Partner
ORD-11080,20230307,C032,P028,R004,2,850,0.05,1615.0,800,815.0,Purchase Order,Completed,Direct Sales
ORD-10355,20230308,C026,P003,R001,8,1150,0.15,7820.0,5440,2380.0,Check,Completed,Direct Sales
ORD-10478,20230308,C005,P009,R002,6,3800,0,22800,9000,13800,ACH,Completed,Online
ORD-10749,20230308,C007,P017,R002,5,2400,0,12000,6000,6000,ACH,Completed,Online
ORD-10606,20230309,C026,P004,R001,24,499,0,11976,2880,9096,Wire Transfer,Completed,Direct Sales
ORD-11326,20230309,C012,P002,R001,2,299,0,598,100,498,Check,Completed,Online
ORD-10897,20230310,C019,P010,R004,2,1850,0.05,3515.0,2200,1315.0,Credit Card,Completed,Direct Sales
ORD-10977,20230313,C026,P020,R001,4,5800,0.1,20880.0,14000,6880.0,Check,Completed,Marketplace
ORD-11461,20230313,C052,P016,R001,8,2000,0,16000,6400,9600,Check,Completed,Direct Sales
ORD-10483,20230314,C033,P008,R001,7,2200,0.08,14168.0,5600,8568.0,Credit Card,Completed,Online
ORD-11039,20230314,C060,P015,R004,63,199,0,12537,3780,8757,Wire Transfer,Completed,Online
ORD-10576,20230316,C011,P013,R004,1,7500,0,7500,3200,4300,Credit Card,Completed,Online
ORD-11110,20230316,C055,P011,R002,60,149,0.15,7599.0,1800,5799.0,Purchase Order,Completed,Online
ORD-11266,20230316,C008,P017,R003,6,2400,0.1,12960.0,7200,5760.0,Purchase Order,Cancelled,Online
ORD-10404,20230317,C007,P011,R002,31,149,0,4619,930,3689,Purchase Order,Completed,Partner
ORD-10773,20230317,C001,P023,R002,19,699,0.15,11288.85,3800,7488.85,Check,Completed,Direct Sales
ORD-10785,20230317,C058,P011,R001,73,149,0,10877,2190,8687,Purchase Order,Completed,Marketplace
ORD-10837,20230320,C042,P012,R004,5,1200,0,6000,2000,4000,Purchase Order,Completed,Online
ORD-11116,20230320,C053,P011,R004,71,149,0,10579,2130,8449,Wire Transfer,Completed,Online
ORD-11129,20230320,C028,P012,R001,4,1200,0,4800,1600,3200,Credit Card,Completed,Direct Sales
ORD-11204,20230320,C059,P030,R004,2,8000,0.1,14400.0,7000,7400.0,Credit Card,Completed,Direct Sales
ORD-10223,20230321,C030,P005,R002,7,3200,0.08,20608.0,12600,8008.0,ACH,Completed,Online
ORD-11119,20230321,C020,P020,R001,4,5800,0,23200,14000,9200,Wire Transfer,Completed,Online
ORD-11374,20230322,C048,P005,R002,2,3200,0.05,6080.0,3600,2480.0,Purchase Order,Completed,Online
ORD-11298,20230323,C006,P024,R003,3,6200,0.05,17670.0,8400,9270.0,Purchase Order,Completed,Direct Sales
ORD-11218,20230324,C042,P013,R004,4,7500,0.1,27000.0,12800,14200.0,Credit Card,Completed,Direct Sales
ORD-10985,20230327,C004,P011,R003,35,149,0.08,4797.8,1050,3747.8,Check,Returned,Marketplace
ORD-11229,20230327,C048,P006,R002,2,5500,0.05,10450.0,4800,5650.0,Purchase Order,Completed,Marketplace
ORD-10361,20230328,C010,P023,R002,10,699,0,6990,2000,4990,Wire Transfer,Shipped,Partner
ORD-11057,20230328,C054,P012,R001,5,1200,0.1,5400.0,2000,3400.0,ACH,Completed,Direct Sales
ORD-10935,20230329,C002,P019,R002,1,1200,0,1200,500,700,Check,Completed,Partner
ORD-11048,20230329,C026,P025,R001,1,1800,0.12,1584.0,900,684.0,Credit Card,Shipped,Direct Sales
ORD-11232,20230329,C018,P025,R002,1,1800,0.12,1584.0,900,684.0,ACH,Completed,Direct Sales
ORD-10114,20230330,C029,P004,R004,12,499,0.1,5389.2,1440,3949.2,Wire Transfer,Completed,Direct Sales
ORD-10144,20230331,C046,P025,R003,8,1800,0,14400,7200,7200,Check,Completed,Partner
ORD-11114,20230331,C041,P021,R004,5,349,0,1745,400,1345,Purchase Order,Completed,Direct Sales
ORD-10616,20230403,C060,P029,R004,8,1500,0.05,11400.0,4000,7400.0,Wire Transfer,Completed,Direct Sales
ORD-10951,20230403,C041,P007,R004,15,450,0,6750,3300,3450,Check,Completed,Direct Sales
ORD-10956,20230403,C058,P014,R001,6,1650,0.1,8910.0,5700,3210.0,Wire Transfer,Completed,Partner
ORD-11231,20230403,C022,P001,R001,2,6800,0,13600,8400,5200,Purchase Order,Completed,Direct Sales
ORD-11087,20230405,C031,P001,R001,4,6800,0.1,24480.0,16800,7680.0,Credit Card,Shipped,Direct Sales
ORD-10295,20230406,C020,P002,R001,24,299,0,7176,1200,5976,Wire Transfer,Completed,Online
ORD-10417,20230406,C006,P013,R003,4,7500,0.05,28500.0,12800,15700.0,Check,Completed,Online
ORD-11071,20230407,C056,P002,R001,15,299,0,4485,750,3735,ACH,Completed,Online
ORD-10046,20230410,C016,P021,R003,23,349,0.05,7625.65,1840,5785.65,Credit Card,Completed,Online
ORD-10647,20230410,C034,P005,R002,8,3200,0,25600,14400,11200,Check,Completed,Online
ORD-11412,20230410,C018,P013,R002,1,7500,0.05,7125.0,3200,3925.0,Purchase Order,Completed,Online
ORD-10657,20230412,C054,P010,R001,2,1850,0,3700,2200,1500,ACH,Completed,Partner
ORD-10022,20230413,C004,P006,R003,3,5500,0.1,14850.0,7200,7650.0,ACH,Shipped,Online
ORD-10612,20230413,C006,P006,R003,3,5500,0,16500,7200,9300,Check,Completed,Direct Sales
ORD-10165,20230417,C009,P011,R002,87,149,0,12963,2610,10353,Purchase Order,Completed,Online
ORD-10373,20230418,C002,P003,R002,4,1150,0.12,4048.0,2720,1328.0,Purchase Order,Completed,Direct Sales
ORD-10943,20230419,C054,P028,R001,19,850,0,16150,7600,8550,Check,Completed,Direct Sales
ORD-10946,20230420,C042,P027,R004,5,4500,0.05,21375.0,10000,11375.0,Check,Completed,Online
ORD-10354,20230421,C037,P012,R003,2,1200,0.05,2280.0,800,1480.0,Wire Transfer,Completed,Partner
ORD-11100,20230421,C035,P001,R003,4,6800,0.1,24480.0,16800,7680.0,Wire Transfer,Completed,Partner
ORD-10268,20230424,C033,P024,R001,3,6200,0,18600,8400,10200,Wire Transfer,Completed,Partner
ORD-10627,20230425,C028,P021,R001,9,349,0.1,2826.9,720,2106.9,ACH,Completed,Online
ORD-11222,20230426,C034,P030,R002,2,8000,0,16000,7000,9000,Credit Card,Completed,Direct Sales
ORD-10018,20230427,C011,P008,R004,3,2200,0.05,6270.0,2400,3870.0,Wire Transfer,Completed,Online
ORD-10096,20230427,C018,P015,R002,89,199,0.08,16294.12,5340,10954.12,Purchase Order,Completed,Online
ORD-11241,20230427,C023,P014,R004,8,1650,0.12,11616.0,7600,4016.0,Wire Transfer,Completed,Direct Sales
ORD-11152,20230428,C019,P027,R004,2,4500,0,9000,4000,5000,Credit Card,Completed,Direct Sales
ORD-10343,20230501,C020,P003,R001,4,1150,0,4600,2720,1880,ACH,Completed,Online
ORD-10617,20230501,C007,P009,R002,3,3800,0,11400,4500,6900,Purchase Order,Completed,Direct Sales
ORD-10120,20230502,C020,P018,R001,7,1800,0.1,11340.0,4200,7140.0,Check,Completed,Online
ORD-10276,20230502,C047,P029,R003,4,1500,0.1,5400.0,2000,3400.0,ACH,Completed,Direct Sales
ORD-10938,20230502,C059,P023,R004,4,699,0,2796,800,1996,Wire Transfer,Completed,Direct Sales
ORD-11362,20230502,C058,P002,R001,21,299,0,6279,1050,5229,Credit Card,Completed,Direct Sales
ORD-10015,20230503,C016,P004,R003,19,499,0.1,8532.9,2280,6252.9,ACH,Completed,Online
ORD-10293,20230503,C008,P027,R003,3,4500,0.05,12825.0,6000,6825.0,Check,Completed,Partner
ORD-10531,20230503,C020,P007,R001,25,450,0.1,10125.0,5500,4625.0,Check,Completed,Marketplace
ORD-10716,20230503,C034,P023,R002,14,699,0.1,8807.4,2800,6007.4,ACH,Completed,Direct Sales
ORD-10983,20230503,C001,P016,R002,3,2000,0.15,5100.0,2400,2700.0,Check,Returned,Direct Sales
ORD-11044,20230503,C018,P012,R002,7,1200,0.05,7980.0,2800,5180.0,Credit Card,Completed,Partner
ORD-10001,20230504,C018,P029,R002,8,1500,0,12000,4000,8000,Purchase Order,Completed,Online
ORD-10356,20230504,C036,P015,R002,6,199,0.05,1134.3,360,774.3,Credit Card,Completed,Partner
ORD-10694,20230505,C047,P013,R003,2,7500,0.08,13800.0,6400,7400.0,Credit Card,Completed,Online
ORD-10577,20230508,C005,P009,R002,4,3800,0.05,14440.0,6000,8440.0,Wire Transfer,Completed,Partner
ORD-11074,20230509,C052,P020,R001,4,5800,0.1,20880.0,14000,6880.0,Credit Card,Shipped,Direct Sales
ORD-10112,20230510,C040,P020,R003,4,5800,0,23200,14000,9200,ACH,Completed,Partner
ORD-10852,20230510,C002,P016,R002,5,2000,0,10000,4000,6000,Purchase Order,Completed,Partner
ORD-10072,20230511,C043,P007,R002,22,450,0.1,8910.0,4840,4070.0,ACH,Returned,Direct Sales
ORD-10486,20230511,C051,P020,R004,3,5800,0.1,15660.0,10500,5160.0,ACH,Completed,Online
ORD-11173,20230511,C019,P021,R004,16,349,0,5584,1280,4304,Check,Completed,Partner
ORD-10242,20230512,C035,P024,R003,2,6200,0,12400,5600,6800,Check,Completed,Online
ORD-11003,20230512,C026,P009,R001,3,3800,0,11400,4500,6900,Purchase Order,Completed,Partner
ORD-11008,20230515,C003,P017,R002,6,2400,0,14400,7200,7200,Credit Card,Completed,Partner
ORD-11436,20230515,C002,P014,R002,1,1650,0.12,1452.0,950,502.0,ACH,Completed,Online
ORD-10371,20230516,C030,P004,R002,6,499,0,2994,720,2274,Wire Transfer,Completed,Partner
ORD-10636,20230516,C034,P022,R002,4,2800,0,11200,6000,5200,Purchase Order,Completed,Direct Sales
ORD-10898,20230516,C039,P025,R003,3,1800,0.05,5130.0,2700,2430.0,Check,Completed,Partner
ORD-10998,20230516,C057,P011,R001,8,149,0,1192,240,952,Wire Transfer,Completed,Online
ORD-11495,20230516,C007,P010,R002,6,1850,0,11100,6600,4500,Purchase Order,Completed,Marketplace
ORD-10263,20230517,C058,P017,R001,1,2400,0,2400,1200,1200,Credit Card,Shipped,Online
ORD-10328,20230517,C001,P007,R002,17,450,0,7650,3740,3910,Credit Card,Completed,Online
ORD-11328,20230519,C043,P001,R002,2,6800,0,13600,8400,5200,Check,Completed,Direct Sales
ORD-10047,20230522,C049,P021,R001,24,349,0,8376,1920,6456,Purchase Order,Completed,Direct Sales
ORD-10747,20230522,C053,P017,R004,3,2400,0,7200,3600,3600,Wire Transfer,Completed,Partner
ORD-10941,20230522,C052,P016,R001,2,2000,0.05,3800.0,1600,2200.0,Check,Completed,Partner
ORD-10926,20230523,C048,P002,R002,4,299,0.1,1076.4,200,876.4,Wire Transfer,Returned,Direct Sales
ORD-11084,20230523,C021,P005,R002,7,3200,0,22400,12600,9800,Check,Completed,Partner
ORD-11425,20230523,C006,P026,R003,5,599,0,2995,750,2245,Wire Transfer,Completed,Online
ORD-10575,20230524,C014,P017,R001,7,2400,0,16800,8400,8400,ACH,Completed,Online
ORD-11183,20230524,C012,P010,R001,2,1850,0.05,3515.0,2200,1315.0,Purchase Order,Completed,Online
ORD-10600,20230525,C021,P012,R002,5,1200,0,6000,2000,4000,ACH,Completed,Direct Sales
ORD-11034,20230525,C051,P014,R004,8,1650,0.05,12540.0,7600,4940.0,Credit Card,Completed,Direct Sales
ORD-11040,20230526,C053,P018,R004,1,1800,0.05,1710.0,600,1110.0,Wire Transfer,Completed,Direct Sales
ORD-11195,20230526,C046,P018,R003,3,1800,0,5400,1800,3600,Wire Transfer,Completed,Marketplace
ORD-10762,20230529,C026,P027,R001,2,4500,0.05,8550.0,4000,4550.0,ACH,Completed,Partner
ORD-10496,20230530,C025,P022,R001,6,2800,0.1,15120.0,9000,6120.0,Purchase Order,Completed,Online
ORD-10522,20230530,C014,P018,R001,7,1800,0.1,11340.0,4200,7140.0,Wire Transfer,Completed,Direct Sales
ORD-10802,20230530,C044,P015,R002,49,199,0.05,9263.45,2940,6323.45,Check,Completed,Direct Sales
ORD-11364,20230530,C018,P030,R002,4,8000,0.12,28160.0,14000,14160.0,Check,Cancelled,Partner
ORD-11178,20230531,C033,P025,R001,6,1800,0.08,9936.0,5400,4536.0,Purchase Order,Completed,Direct Sales
ORD-10490,20230601,C003,P029,R002,3,1500,0,4500,1500,3000,Credit Card,Completed,Partner
ORD-10825,20230601,C008,P016,R003,4,2000,0,8000,3200,4800,Credit Card,Completed,Partner
ORD-10999,20230601,C054,P011,R001,24,149,0,3576,720,2856,Wire Transfer,Completed,Partner
ORD-11330,20230601,C009,P021,R002,25,349,0.05,8288.75,2000,6288.75,Wire Transfer,Completed,Marketplace
ORD-11478,20230601,C059,P005,R004,4,3200,0,12800,7200,5600,Purchase Order,Returned,Partner
ORD-10652,20230602,C032,P007,R004,5,450,0,2250,1100,1150,ACH,Completed,Direct Sales
ORD-10915,20230602,C012,P027,R001,6,4500,0,27000,12000,15000,Purchase Order,Completed,Direct Sales
ORD-10960,20230602,C012,P007,R001,10,450,0,4500,2200,2300,Purchase Order,Completed,Online
ORD-10925,20230605,C008,P009,R003,8,3800,0.08,27968.0,12000,15968.0,Credit Card,Completed,Direct Sales
ORD-10078,20230606,C029,P017,R004,4,2400,0.05,9120.0,4800,4320.0,Wire Transfer,Completed,Marketplace
ORD-10366,20230606,C010,P004,R002,7,499,0,3493,840,2653,Purchase Order,Completed,Direct Sales
ORD-10562,20230606,C002,P007,R002,18,450,0.15,6885.0,3960,2925.0,ACH,Completed,Partner
ORD-10768,20230606,C044,P027,R002,7,4500,0.05,29925.0,14000,15925.0,Purchase Order,Completed,Direct Sales
ORD-11230,20230606,C056,P021,R001,7,349,0,2443,560,1883,Check,Completed,Direct Sales
ORD-11385,20230606,C007,P003,R002,6,1150,0.05,6555.0,4080,2475.0,Check,Completed,Direct Sales
ORD-10193,20230607,C013,P001,R001,4,6800,0,27200,16800,10400,Purchase Order,Completed,Online
ORD-10468,20230608,C054,P019,R001,8,1200,0,9600,4000,5600,Wire Transfer,Completed,Direct Sales
ORD-10651,20230608,C007,P017,R002,2,2400,0,4800,2400,2400,Credit Card,Completed,Direct Sales
ORD-10805,20230608,C045,P006,R002,3,5500,0,16500,7200,9300,Purchase Order,Completed,Direct Sales
ORD-11313,20230608,C013,P010,R001,1,1850,0,1850,1100,750,Purchase Order,Completed,Direct Sales
ORD-10916,20230612,C049,P011,R001,20,149,0,2980,600,2380,Wire Transfer,Completed,Online
ORD-10034,20230613,C030,P004,R002,22,499,0.15,9331.3,2640,6691.3,Credit Card,Completed,Partner
ORD-10310,20230613,C018,P025,R002,6,1800,0.1,9720.0,5400,4320.0,Wire Transfer,Completed,Online
ORD-10465,20230613,C051,P004,R004,17,499,0,8483,2040,6443,ACH,Completed,Direct Sales
ORD-10351,20230615,C015,P024,R001,1,6200,0,6200,2800,3400,Wire Transfer,Completed,Online
ORD-10303,20230619,C016,P010,R003,2,1850,0.05,3515.0,2200,1315.0,Check,Completed,Online
ORD-10216,20230620,C030,P010,R002,3,1850,0.08,5106.0,3300,1806.0,ACH,Shipped,Partner
ORD-10594,20230621,C059,P003,R004,8,1150,0.05,8740.0,5440,3300.0,Wire Transfer,Completed,Online
ORD-11472,20230621,C009,P011,R002,23,149,0.05,3255.65,690,2565.65,Purchase Order,Completed,Online
ORD-10008,20230622,C047,P007,R003,12,450,0,5400,2640,2760,ACH,Cancelled,Online
ORD-10671,20230622,C056,P025,R001,4,1800,0.1,6480.0,3600,2880.0,ACH,Shipped,Online
ORD-11085,20230622,C004,P007,R003,9,450,0.15,3442.5,1980,1462.5,ACH,Completed,Online
ORD-11322,20230622,C009,P013,R002,1,7500,0,7500,3200,4300,Credit Card,Shipped,Online
ORD-10162,20230623,C013,P026,R001,6,599,0,3594,900,2694,Purchase Order,Completed,Online
ORD-10177,20230626,C018,P015,R002,36,199,0,7164,2160,5004,Wire Transfer,Completed,Marketplace
ORD-10862,20230626,C031,P023,R001,19,699,0.1,11952.9,3800,8152.9,ACH,Shipped,Online
ORD-10430,20230627,C044,P001,R002,2,6800,0.05,12920.0,8400,4520.0,Purchase Order,Completed,Direct Sales
ORD-10167,20230628,C034,P005,R002,5,3200,0,16000,9000,7000,Credit Card,Completed,Partner
ORD-10643,20230629,C032,P008,R004,6,2200,0.1,11880.0,4800,7080.0,Check,Completed,Online
ORD-11382,20230629,C048,P007,R002,14,450,0.1,5670.0,3080,2590.0,Wire Transfer,Completed,Direct Sales
ORD-10012,20230630,C041,P028,R004,17,850,0,14450,6800,7650,Wire Transfer,Completed,Online
ORD-10166,20230704,C057,P027,R001,3,4500,0,13500,6000,7500,Purchase Order,Completed,Partner
ORD-11160,20230704,C020,P024,R001,1,6200,0,6200,2800,3400,Check,Completed,Online
ORD-11168,20230705,C035,P014,R003,8,1650,0.1,11880.0,7600,4280.0,Wire Transfer,Completed,Marketplace
ORD-10075,20230706,C035,P009,R003,3,3800,0,11400,4500,6900,Wire Transfer,Completed,Direct Sales
ORD-10087,20230706,C036,P002,R002,20,299,0.1,5382.0,1000,4382.0,ACH,Completed,Direct Sales
ORD-10364,20230706,C016,P010,R003,5,1850,0.05,8787.5,5500,3287.5,Purchase Order,Completed,Partner
ORD-10388,20230706,C022,P023,R001,7,699,0,4893,1400,3493,Wire Transfer,Completed,Online
ORD-11140,20230706,C051,P007,R004,8,450,0.1,3240.0,1760,1480.0,Purchase Order,Completed,Direct Sales
ORD-10459,20230707,C014,P024,R001,1,6200,0.05,5890.0,2800,3090.0,ACH,Completed,Direct Sales
ORD-10330,20230710,C031,P003,R001,4,1150,0,4600,2720,1880,Wire Transfer,Completed,Direct Sales
ORD-10675,20230710,C022,P003,R001,8,1150,0.05,8740.0,5440,3300.0,Wire Transfer,Completed,Direct Sales
ORD-10218,20230711,C031,P005,R001,8,3200,0.1,23040.0,14400,8640.0,ACH,Completed,Partner
ORD-10332,20230711,C042,P022,R004,3,2800,0,8400,4500,3900,ACH,Completed,Online
